source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @LouDobbs: Extraordinary Accomplishment: @jsolomonReports says President @realDonaldTrump’s historic deal with Kodak should be front pag…,07-28-2020 22:13:05,9903,0,TRUE,1288236060011638784
Twitter for iPhone,RT @WhiteHouse: We are building the greatest medical arsenal in history! https://t.co/M8FfLgseAs,07-28-2020 22:08:53,9118,0,TRUE,1288235002602442752
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is working to ensure that AMERICA produces the critical goods necessary to combat COVID-19 here…,07-28-2020 22:08:50,6999,0,TRUE,1288234991483269123
Twitter for iPhone,"RT @WhiteHouse: We must never be reliant on a foreign nation for America's needs. ""Restoring American manufacturing is a core matter of n…",07-28-2020 22:00:29,9904,0,TRUE,1288232888731873281
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is taking bold action to ensure that Americans are no longer reliant on foreign countries for cr…,07-28-2020 21:54:43,9273,0,TRUE,1288231439272677376
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump on rapid vaccine development https://t.co/UWLvxuoApR,07-28-2020 21:54:24,4875,0,TRUE,1288231358574268421
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “We will bring back our jobs and we will make America the world's premier medical manufacturer a…,07-28-2020 21:54:14,7735,0,TRUE,1288231315251367936
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump will enact his 33rd use of the Defense Production Act https://t.co/UYfAXV3iGH,07-28-2020 21:54:10,5359,0,TRUE,1288231298260238340
Twitter for iPhone,RT @WhiteHouse: Our 33rd use of the Defense Production Act will mobilize Kodak to make generic active pharmaceutical ingredients. https://…,07-28-2020 21:53:47,6219,0,TRUE,1288231202151956481
Twitter for iPhone,RT @WhiteHouse: We have reached a historic deal with @Kodak to begin producing critical pharmaceutical ingredients right here in America! h…,07-28-2020 21:53:44,6652,0,TRUE,1288231189191495682
Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/WDRDU18TYU,07-28-2020 21:21:00,5871,0,FALSE,1288222951511392256
Twitter for iPhone,....be able to produce what I have. So when you see those nasty ads from Big Pharma remember the only reason they are going all out is the massive PRICE REDUCTIONS you are getting - not good for them. Plus I was only President in 51 years that got a Prescription D reduction!,07-28-2020 13:48:34,23976,95926,FALSE,1288109093694005253
Twitter for iPhone,Big Pharma is taking television ads trying to make the case that I am raising prescription drug prices on seniors. The ad is a lie! What I have done will lead to a 50% REDUCTION in prices at least &amp; Big Pharma is not happy about it. No other President would....,07-28-2020 13:48:33,50738,177356,FALSE,1288109090061705222
Twitter for iPhone,“Nadler calls ANTIFA violence a MYTH.” @foxandfriends  They are Anarchists with miles of “tape” showing their illegal activity. Jerry blame it on Russia Russia Russia!,07-28-2020 12:53:44,34956,129342,FALSE,1288095296363405314
